task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load and clean data,2024-05-02T13:01:16,assignment 3,67ce7b5c-8235-4cce-8a12-3de6f9c92b49,1.2045574188232422,1.1101378968020638e-05,9.202926870217168e-06,42.5,0.0,141.20075225830078,1.4239871005217235e-05,0,4.7291566922376663e-05,6.15314379275939e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
load model,2024-05-02T13:01:31,assignment 3,67ce7b5c-8235-4cce-8a12-3de6f9c92b49,14.520098447799683,0.0001336359990898474,9.205561201585024e-06,42.5,0.0,141.20075225830078,0.00017137791696521972,0,0.0005693242252259551,0.0007407021421911748,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
parser input,2024-05-02T13:01:31,assignment 3,67ce7b5c-8235-4cce-8a12-3de6f9c92b49,0.0035386085510253906,3.0481584444914294e-08,8.338705424187438e-06,42.5,0.0,141.20075225830078,4.201448625988581e-08,0,1.269353105726222e-07,1.689497968324809e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
expand query,2024-05-02T13:01:31,assignment 3,67ce7b5c-8235-4cce-8a12-3de6f9c92b49,0.25311899185180664,2.322235510896669e-06,9.18833769532765e-06,42.5,0.0,141.20075225830078,2.982125017378075e-06,0,9.88929308334721e-06,1.2871418100725285e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
calculate percentage,2024-05-02T13:01:31,assignment 3,67ce7b5c-8235-4cce-8a12-3de6f9c92b49,0.026859283447265625,2.421135140859233e-07,9.053524959298223e-06,42.5,0.0,141.20075225830078,3.1443172030979445e-07,0,1.0275270315105714e-06,1.3419587518203116e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
print and save results,2024-05-02T13:01:31,assignment 3,67ce7b5c-8235-4cce-8a12-3de6f9c92b49,0.002836942672729492,2.2172975216528182e-08,7.927729830584351e-06,42.5,0.0,141.20075225830078,3.16846701833959e-08,0,9.121312946266946e-08,1.2289779964601115e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
