task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load classifier,2024-05-27T12:02:15,assignment 4,95a6a316-0042-4b8d-843c-89d4e8f42b2e,6.025336503982544,5.564342706965467e-05,9.205454241640446e-06,42.5,0.0,141.20075225830078,7.13583807150523e-05,0,0.00023705556395595977,0.0003084139446710121,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
predict emotion,2024-05-27T12:43:16,assignment 4,95a6a316-0042-4b8d-843c-89d4e8f42b2e,2461.633626937866,0.02266267360202996,9.206364874113883e-06,42.5,0.0,141.20075225830078,0.029060920751425957,0,0.09655112240407934,0.1256120431555053,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
save results,2024-05-27T12:43:16,assignment 4,95a6a316-0042-4b8d-843c-89d4e8f42b2e,0.08546209335327148,7.845689185582982e-07,9.173507341059167e-06,42.5,0.0,141.20075225830078,1.0086966885473891e-06,0,3.3399210688650482e-06,4.348617757415907e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
reshape data,2024-05-27T12:43:16,assignment 4,95a6a316-0042-4b8d-843c-89d4e8f42b2e,0.03308463096618652,3.0206928317358384e-07,9.100491328057e-06,42.5,0.0,141.20075225830078,3.907822900342528e-07,0,1.283492356465854e-06,1.6742746465070457e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
plot season,2024-05-27T12:43:18,assignment 4,95a6a316-0042-4b8d-843c-89d4e8f42b2e,1.6525685787200928,1.520457730741498e-05,9.20407430888567e-06,42.5,0.0,141.20075225830078,1.950080411301791e-05,0,6.477336646540377e-05,8.42741705784078e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
plot emotion,2024-05-27T12:43:20,assignment 4,95a6a316-0042-4b8d-843c-89d4e8f42b2e,1.3769052028656006,1.2663378913597978e-05,9.203405854211185e-06,42.5,0.0,141.20075225830078,1.624238888422655e-05,0,5.394672147944479e-05,7.018911036368869e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
