,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,No. Unique PER,No. Unique LOC,No. Unique ORG
0,0200.c1.txt,1177.94,1017.54,646.62,506.27,17,0,8
1,0502.c1.txt,1321.47,1213.47,432.02,406.61,15,0,5
2,0140.c1.txt,1572.53,930.52,471.35,402.28,38,0,5
3,0165.c1.txt,1740.89,813.77,578.95,283.4,27,0,3
4,0238.c1.txt,1093.87,1155.93,395.66,287.04,19,0,3
5,0219.c1.txt,1385.22,969.66,560.69,481.53,26,0,6
6,0501.c1.txt,1238.88,1019.85,458.59,424.37,14,0,5
