,Filename,Nouns_Relative_Freq,Verbs_Relative_Freq,Adverbs_Relative_Freq,No_unique_per,No_unique_loc,No_unique_org
0,3507.b2.txt,1673.57,977.63,364.54,13,0,3
1,1104.b2i.txt,1868.88,1056.75,469.67,10,0,1
2,0134.b2.txt,1725.89,922.17,626.06,9,0,2
3,3522.b2.txt,1929.82,1052.63,538.85,10,0,0
4,3525.b2.txt,1800.23,1103.37,406.5,6,0,5
5,1057.b2.txt,1780.62,1119.46,488.35,1,0,3
6,1528.b2.txt,1696.43,1044.64,285.71,20,0,0
7,2019.b2.txt,1634.38,1162.23,556.9,1,0,1
8,1006.b2i.txt,1805.7,1003.17,443.51,0,0,3
9,1097.b2.txt,1751.5,988.02,523.95,5,0,5
10,3520.b2.txt,1984.13,1071.43,349.21,7,0,4
11,3503.b2.txt,2104.07,938.91,350.68,11,2,10
12,2032.b2.txt,1929.82,1052.63,350.88,2,0,5
13,0308.b2.txt,1561.73,1005.72,637.78,6,0,15
14,4036.b2.txt,1686.42,975.39,437.56,19,2,9
15,4038.b2.txt,1958.12,1329.84,502.62,9,0,5
16,1104.b2.txt,1868.88,1056.75,469.67,10,0,1
17,3013.b2.txt,1572.63,996.4,396.16,16,0,14
18,0310.b2.txt,2299.9,942.25,445.8,7,0,2
19,3020.b2.txt,1792.36,1087.17,254.65,12,0,3
20,2012.b2.txt,1812.3,884.57,215.75,8,0,2
21,0300.b2.txt,1735.61,1312.95,368.71,2,0,5
22,0140.b2.txt,1973.95,991.98,511.02,7,0,2
23,2028.b2.txt,1888.76,1286.21,359.21,2,0,0
24,1021.b2.txt,1974.87,1032.32,350.09,17,0,3
25,0200.b2.txt,1758.03,1134.22,595.46,4,0,18
26,3508.b2.txt,2029.22,1071.43,340.91,6,0,1
27,1112.b2.txt,1869.09,922.71,347.0,31,0,5
28,3523.b2.txt,2272.33,1167.11,327.14,3,0,11
29,3504.b2.txt,2066.35,1071.09,322.27,6,0,3
30,1023.b2.txt,1506.23,939.98,475.65,21,3,15
31,1003.b2.txt,1794.54,1196.36,377.11,7,0,3
32,3501.b2.txt,1696.91,896.48,266.81,8,0,11
33,2066.b2.txt,2111.96,1157.76,496.18,3,0,10
34,2028.b2i.txt,1867.12,1271.48,355.1,2,0,0
35,1006.b2.txt,1805.7,1003.17,443.51,0,0,3
36,3519.b2.txt,1645.45,1200.0,381.82,6,0,0
37,0139.b2.txt,1537.62,1232.28,468.92,2,0,11
38,3505.b2.txt,1853.45,1174.57,420.26,5,0,1
39,0103.b2.txt,2060.66,1088.31,374.67,4,0,4
40,2070.b2i.txt,1634.05,1174.17,489.24,10,0,4
41,2030.b2.txt,1565.84,1364.18,557.53,0,0,0
42,0313.b2.txt,1509.73,1035.02,474.71,7,2,8
43,1541.b2.txt,2000.0,869.11,596.86,11,0,1
44,2070.b2.txt,1638.86,1177.63,490.68,9,0,4
45,1532.b2.txt,1474.36,979.85,503.66,14,4,18
46,0165.b2.txt,1907.72,1011.54,301.69,1,0,0
47,1508.b2.txt,1446.24,1341.58,313.99,13,0,2
48,1100.b2.txt,1504.02,1056.26,459.24,10,0,4
49,2034.b2.txt,1767.37,1042.3,513.6,4,0,7
50,3506.b2.txt,1803.46,1058.32,410.37,12,0,1
51,3511.b2.txt,1925.52,1108.08,399.64,5,0,23
52,3509.b2.txt,1902.34,1007.12,508.65,7,0,4
53,3518.b2.txt,1286.73,1276.6,314.08,19,1,21
54,4012.b2.txt,1963.25,1063.83,464.22,0,0,0
55,1533.b2.txt,1792.25,1199.71,299.93,8,0,5
56,1520.b2.txt,1757.88,1194.03,422.89,18,0,3
